,DATE,STATION,NAME,NEWDATE,PRCP,SNWD,TAVG,TMAX,TMIN,MONTH,YEAR,30YAVG
33,2055-02-03,GR000016716,"HELLINIKON, GR",1955-02-03,9.0,,11.0,14.0,8.0,2.0,1955.0,13.1
34,2055-02-04,GR000016716,"HELLINIKON, GR",1955-02-04,5.0,,10.0,14.0,5.0,2.0,1955.0,13.0
35,2055-02-05,GR000016716,"HELLINIKON, GR",1955-02-05,15.0,,12.0,14.0,9.0,2.0,1955.0,12.933333333333334
36,2055-02-06,GR000016716,"HELLINIKON, GR",1955-02-06,0.0,,14.0,19.0,8.0,2.0,1955.0,12.966666666666667
37,2055-02-07,GR000016716,"HELLINIKON, GR",1955-02-07,0.0,,12.0,18.0,7.0,2.0,1955.0,12.833333333333334
38,2055-02-08,GR000016716,"HELLINIKON, GR",1955-02-08,0.0,,15.0,18.0,12.0,2.0,1955.0,12.833333333333334
39,2055-02-09,GR000016716,"HELLINIKON, GR",1955-02-09,0.0,,14.0,18.0,11.0,2.0,1955.0,12.866666666666667
40,2055-02-10,GR000016716,"HELLINIKON, GR",1955-02-10,0.0,,13.0,18.0,9.0,2.0,1955.0,12.866666666666667
41,2055-02-11,GR000016716,"HELLINIKON, GR",1955-02-11,0.0,,15.0,22.0,8.0,2.0,1955.0,12.933333333333334
42,2055-02-12,GR000016716,"HELLINIKON, GR",1955-02-12,0.0,,14.0,19.0,8.0,2.0,1955.0,12.9
43,2055-02-13,GR000016716,"HELLINIKON, GR",1955-02-13,0.0,,15.0,18.0,12.0,2.0,1955.0,12.866666666666667
44,2055-02-14,GR000016716,"HELLINIKON, GR",1955-02-14,0.0,,15.0,19.0,11.0,2.0,1955.0,12.833333333333334
45,2055-02-15,GR000016716,"HELLINIKON, GR",1955-02-15,0.0,,13.0,17.0,8.0,2.0,1955.0,12.8
46,2055-02-16,GR000016716,"HELLINIKON, GR",1955-02-16,0.0,,10.0,16.0,5.0,2.0,1955.0,12.7
47,2055-02-17,GR000016716,"HELLINIKON, GR",1955-02-17,0.0,,15.0,19.0,11.0,2.0,1955.0,12.666666666666666
48,2055-02-18,GR000016716,"HELLINIKON, GR",1955-02-18,0.0,,18.0,21.0,16.0,2.0,1955.0,12.733333333333333
49,2055-02-19,GR000016716,"HELLINIKON, GR",1955-02-19,0.0,,16.0,21.0,12.0,2.0,1955.0,12.8
50,2055-02-20,GR000016716,"HELLINIKON, GR",1955-02-20,0.0,,14.0,20.0,9.0,2.0,1955.0,12.8
51,2055-02-21,GR000016716,"HELLINIKON, GR",1955-02-21,0.0,,14.0,18.0,10.0,2.0,1955.0,12.9
52,2055-02-22,GR000016716,"HELLINIKON, GR",1955-02-22,0.0,,12.0,17.0,8.0,2.0,1955.0,12.933333333333334
53,2055-02-23,GR000016716,"HELLINIKON, GR",1955-02-23,0.0,,12.0,17.0,8.0,2.0,1955.0,12.966666666666667
54,2055-02-24,GR000016716,"HELLINIKON, GR",1955-02-24,0.0,,14.0,18.0,11.0,2.0,1955.0,13.1
55,2055-02-25,GR000016716,"HELLINIKON, GR",1955-02-25,0.0,,17.0,21.0,14.0,2.0,1955.0,13.333333333333334
56,2055-02-26,GR000016716,"HELLINIKON, GR",1955-02-26,0.0,,18.0,19.0,16.0,2.0,1955.0,13.6
57,2055-02-27,GR000016716,"HELLINIKON, GR",1955-02-27,0.0,,13.0,20.0,6.0,2.0,1955.0,13.733333333333333
58,2055-02-28,GR000016716,"HELLINIKON, GR",1955-02-28,0.0,,13.0,17.0,9.0,2.0,1955.0,13.733333333333333
59,2055-03-01,GR000016716,"HELLINIKON, GR",1955-03-01,0.0,,15.0,18.0,12.0,3.0,1955.0,13.8
60,2055-03-02,GR000016716,"HELLINIKON, GR",1955-03-02,12.0,,13.0,18.0,7.0,3.0,1955.0,13.8
61,2055-03-03,GR000016716,"HELLINIKON, GR",1955-03-03,3.0,,9.0,11.0,7.0,3.0,1955.0,13.7
62,2055-03-04,GR000016716,"HELLINIKON, GR",1955-03-04,1.0,,7.0,10.0,3.0,3.0,1955.0,13.433333333333334
63,2055-03-05,GR000016716,"HELLINIKON, GR",1955-03-05,0.0,,5.0,8.0,2.0,3.0,1955.0,13.233333333333333
64,2055-03-06,GR000016716,"HELLINIKON, GR",1955-03-06,0.0,,7.0,14.0,0.0,3.0,1955.0,13.133333333333333
65,2055-03-07,GR000016716,"HELLINIKON, GR",1955-03-07,0.0,,8.0,14.0,2.0,3.0,1955.0,13.0
66,2055-03-08,GR000016716,"HELLINIKON, GR",1955-03-08,0.0,,14.0,18.0,10.0,3.0,1955.0,13.0
67,2055-03-09,GR000016716,"HELLINIKON, GR",1955-03-09,0.0,,15.0,19.0,11.0,3.0,1955.0,13.1
68,2055-03-10,GR000016716,"HELLINIKON, GR",1955-03-10,0.0,,13.0,16.0,10.0,3.0,1955.0,13.033333333333333
69,2055-03-11,GR000016716,"HELLINIKON, GR",1955-03-11,0.0,,14.0,17.0,12.0,3.0,1955.0,13.033333333333333
70,2055-03-12,GR000016716,"HELLINIKON, GR",1955-03-12,0.0,,11.0,15.0,8.0,3.0,1955.0,12.966666666666667
71,2055-03-13,GR000016716,"HELLINIKON, GR",1955-03-13,0.0,,10.0,12.0,8.0,3.0,1955.0,12.8
72,2055-03-14,GR000016716,"HELLINIKON, GR",1955-03-14,1.0,,10.0,13.0,8.0,3.0,1955.0,12.666666666666666
73,2055-03-15,GR000016716,"HELLINIKON, GR",1955-03-15,0.0,,9.0,11.0,7.0,3.0,1955.0,12.466666666666667
74,2055-03-16,GR000016716,"HELLINIKON, GR",1955-03-16,0.0,,9.0,12.0,6.0,3.0,1955.0,12.266666666666667
75,2055-03-17,GR000016716,"HELLINIKON, GR",1955-03-17,0.0,,9.0,14.0,4.0,3.0,1955.0,12.133333333333333
76,2055-03-18,GR000016716,"HELLINIKON, GR",1955-03-18,0.0,,12.0,16.0,7.0,3.0,1955.0,12.2
77,2055-03-19,GR000016716,"HELLINIKON, GR",1955-03-19,0.0,,12.0,18.0,6.0,3.0,1955.0,12.1
78,2055-03-20,GR000016716,"HELLINIKON, GR",1955-03-20,0.0,,13.0,19.0,7.0,3.0,1955.0,11.933333333333334
79,2055-03-21,GR000016716,"HELLINIKON, GR",1955-03-21,0.0,,15.0,21.0,9.0,3.0,1955.0,11.9
80,2055-03-22,GR000016716,"HELLINIKON, GR",1955-03-22,0.0,,14.0,19.0,8.0,3.0,1955.0,11.9
81,2055-03-23,GR000016716,"HELLINIKON, GR",1955-03-23,0.0,,15.0,19.0,11.0,3.0,1955.0,11.933333333333334
82,2055-03-24,GR000016716,"HELLINIKON, GR",1955-03-24,0.0,,16.0,20.0,12.0,3.0,1955.0,12.066666666666666
83,2055-03-25,GR000016716,"HELLINIKON, GR",1955-03-25,0.0,,16.0,21.0,11.0,3.0,1955.0,12.2
84,2055-03-26,GR000016716,"HELLINIKON, GR",1955-03-26,0.0,,15.0,21.0,9.0,3.0,1955.0,12.233333333333333
85,2055-03-27,GR000016716,"HELLINIKON, GR",1955-03-27,0.0,,16.0,22.0,11.0,3.0,1955.0,12.2
86,2055-03-28,GR000016716,"HELLINIKON, GR",1955-03-28,0.0,,18.0,23.0,14.0,3.0,1955.0,12.2
87,2055-03-29,GR000016716,"HELLINIKON, GR",1955-03-29,0.0,,19.0,23.0,14.0,3.0,1955.0,12.4
88,2055-03-30,GR000016716,"HELLINIKON, GR",1955-03-30,0.0,,19.0,23.0,14.0,3.0,1955.0,12.6
89,2055-03-31,GR000016716,"HELLINIKON, GR",1955-03-31,0.0,,19.0,24.0,14.0,3.0,1955.0,12.733333333333333
90,2055-04-01,GR000016716,"HELLINIKON, GR",1955-04-01,0.0,,21.0,26.0,16.0,4.0,1955.0,13.0
91,2055-04-02,GR000016716,"HELLINIKON, GR",1955-04-02,0.0,,19.0,23.0,15.0,4.0,1955.0,13.333333333333334
92,2055-04-03,GR000016716,"HELLINIKON, GR",1955-04-03,0.0,,14.0,17.0,12.0,4.0,1955.0,13.566666666666666
93,2055-04-04,GR000016716,"HELLINIKON, GR",1955-04-04,0.0,,14.0,18.0,11.0,4.0,1955.0,13.866666666666667
94,2055-04-05,GR000016716,"HELLINIKON, GR",1955-04-05,1.0,,13.0,15.0,11.0,4.0,1955.0,14.066666666666666
95,2055-04-06,GR000016716,"HELLINIKON, GR",1955-04-06,0.0,,12.0,17.0,7.0,4.0,1955.0,14.2
96,2055-04-07,GR000016716,"HELLINIKON, GR",1955-04-07,0.0,,11.0,15.0,7.0,4.0,1955.0,14.1
97,2055-04-08,GR000016716,"HELLINIKON, GR",1955-04-08,0.0,,11.0,15.0,7.0,4.0,1955.0,13.966666666666667
98,2055-04-09,GR000016716,"HELLINIKON, GR",1955-04-09,0.0,,12.0,18.0,7.0,4.0,1955.0,13.933333333333334
99,2055-04-10,GR000016716,"HELLINIKON, GR",1955-04-10,0.0,,16.0,21.0,12.0,4.0,1955.0,14.0
100,2055-04-11,GR000016716,"HELLINIKON, GR",1955-04-11,0.0,,14.0,19.0,9.0,4.0,1955.0,14.1
101,2055-04-12,GR000016716,"HELLINIKON, GR",1955-04-12,3.0,,16.0,19.0,12.0,4.0,1955.0,14.3
102,2055-04-13,GR000016716,"HELLINIKON, GR",1955-04-13,0.0,,16.0,21.0,12.0,4.0,1955.0,14.5
103,2055-04-14,GR000016716,"HELLINIKON, GR",1955-04-14,4.0,,14.0,16.0,11.0,4.0,1955.0,14.666666666666666
104,2055-04-15,GR000016716,"HELLINIKON, GR",1955-04-15,18.0,,13.0,18.0,8.0,4.0,1955.0,14.8
105,2055-04-16,GR000016716,"HELLINIKON, GR",1955-04-16,1.0,,15.0,19.0,11.0,4.0,1955.0,15.0
106,2055-04-17,GR000016716,"HELLINIKON, GR",1955-04-17,0.0,,14.0,19.0,9.0,4.0,1955.0,15.066666666666666
107,2055-04-18,GR000016716,"HELLINIKON, GR",1955-04-18,0.0,,13.0,18.0,8.0,4.0,1955.0,15.1
108,2055-04-19,GR000016716,"HELLINIKON, GR",1955-04-19,3.0,,13.0,16.0,9.0,4.0,1955.0,15.1
109,2055-04-20,GR000016716,"HELLINIKON, GR",1955-04-20,0.0,,12.0,17.0,8.0,4.0,1955.0,15.0
110,2055-04-21,GR000016716,"HELLINIKON, GR",1955-04-21,0.0,,12.0,17.0,6.0,4.0,1955.0,14.933333333333334
111,2055-04-22,GR000016716,"HELLINIKON, GR",1955-04-22,0.0,,12.0,17.0,7.0,4.0,1955.0,14.833333333333334
112,2055-04-23,GR000016716,"HELLINIKON, GR",1955-04-23,0.0,,14.0,19.0,9.0,4.0,1955.0,14.766666666666667
113,2055-04-24,GR000016716,"HELLINIKON, GR",1955-04-24,0.0,,14.0,19.0,9.0,4.0,1955.0,14.7
114,2055-04-25,GR000016716,"HELLINIKON, GR",1955-04-25,1.0,,17.0,20.0,13.0,4.0,1955.0,14.766666666666667
115,2055-04-26,GR000016716,"HELLINIKON, GR",1955-04-26,3.0,,13.0,15.0,11.0,4.0,1955.0,14.666666666666666
116,2055-04-27,GR000016716,"HELLINIKON, GR",1955-04-27,0.0,,14.0,19.0,9.0,4.0,1955.0,14.533333333333333
117,2055-04-28,GR000016716,"HELLINIKON, GR",1955-04-28,0.0,,15.0,21.0,9.0,4.0,1955.0,14.4
118,2055-04-29,GR000016716,"HELLINIKON, GR",1955-04-29,0.0,,16.0,21.0,10.0,4.0,1955.0,14.3
119,2055-04-30,GR000016716,"HELLINIKON, GR",1955-04-30,0.0,,16.0,20.0,11.0,4.0,1955.0,14.2
120,2055-05-01,GR000016716,"HELLINIKON, GR",1955-05-01,0.0,,16.0,23.0,10.0,5.0,1955.0,14.033333333333333
121,2055-05-02,GR000016716,"HELLINIKON, GR",1955-05-02,0.0,,17.0,21.0,13.0,5.0,1955.0,13.966666666666667
122,2055-05-03,GR000016716,"HELLINIKON, GR",1955-05-03,0.0,,18.0,24.0,13.0,5.0,1955.0,14.1
123,2055-05-04,GR000016716,"HELLINIKON, GR",1955-05-04,0.0,,18.0,23.0,13.0,5.0,1955.0,14.233333333333333
124,2055-05-05,GR000016716,"HELLINIKON, GR",1955-05-05,0.0,,18.0,24.0,13.0,5.0,1955.0,14.4
125,2055-05-06,GR000016716,"HELLINIKON, GR",1955-05-06,0.0,,18.0,22.0,14.0,5.0,1955.0,14.6
126,2055-05-07,GR000016716,"HELLINIKON, GR",1955-05-07,0.0,,18.0,22.0,13.0,5.0,1955.0,14.833333333333334
127,2055-05-08,GR000016716,"HELLINIKON, GR",1955-05-08,0.0,,18.0,23.0,13.0,5.0,1955.0,15.066666666666666
128,2055-05-09,GR000016716,"HELLINIKON, GR",1955-05-09,0.0,,20.0,27.0,13.0,5.0,1955.0,15.333333333333334
129,2055-05-10,GR000016716,"HELLINIKON, GR",1955-05-10,0.0,,20.0,26.0,13.0,5.0,1955.0,15.466666666666667
130,2055-05-11,GR000016716,"HELLINIKON, GR",1955-05-11,0.0,,18.0,23.0,13.0,5.0,1955.0,15.6
131,2055-05-12,GR000016716,"HELLINIKON, GR",1955-05-12,0.0,,19.0,25.0,12.0,5.0,1955.0,15.7
132,2055-05-13,GR000016716,"HELLINIKON, GR",1955-05-13,0.0,,21.0,25.0,17.0,5.0,1955.0,15.866666666666667
133,2055-05-14,GR000016716,"HELLINIKON, GR",1955-05-14,0.0,,21.0,24.0,17.0,5.0,1955.0,16.1
134,2055-05-15,GR000016716,"HELLINIKON, GR",1955-05-15,0.0,,19.0,23.0,14.0,5.0,1955.0,16.3
135,2055-05-16,GR000016716,"HELLINIKON, GR",1955-05-16,0.0,,19.0,24.0,15.0,5.0,1955.0,16.433333333333334
136,2055-05-17,GR000016716,"HELLINIKON, GR",1955-05-17,0.0,,21.0,26.0,17.0,5.0,1955.0,16.666666666666668
137,2055-05-18,GR000016716,"HELLINIKON, GR",1955-05-18,0.0,,21.0,26.0,17.0,5.0,1955.0,16.933333333333334
138,2055-05-19,GR000016716,"HELLINIKON, GR",1955-05-19,0.0,,22.0,28.0,17.0,5.0,1955.0,17.233333333333334
139,2055-05-20,GR000016716,"HELLINIKON, GR",1955-05-20,0.0,,23.0,28.0,18.0,5.0,1955.0,17.6
140,2055-05-21,GR000016716,"HELLINIKON, GR",1955-05-21,0.0,,22.0,27.0,17.0,5.0,1955.0,17.933333333333334
141,2055-05-22,GR000016716,"HELLINIKON, GR",1955-05-22,0.0,,23.0,28.0,18.0,5.0,1955.0,18.3
142,2055-05-23,GR000016716,"HELLINIKON, GR",1955-05-23,0.0,,23.0,27.0,19.0,5.0,1955.0,18.6
143,2055-05-24,GR000016716,"HELLINIKON, GR",1955-05-24,0.0,,19.0,23.0,16.0,5.0,1955.0,18.766666666666666
144,2055-05-25,GR000016716,"HELLINIKON, GR",1955-05-25,0.0,,18.0,23.0,14.0,5.0,1955.0,18.8
145,2055-05-26,GR000016716,"HELLINIKON, GR",1955-05-26,0.0,,18.0,23.0,14.0,5.0,1955.0,18.966666666666665
146,2055-05-27,GR000016716,"HELLINIKON, GR",1955-05-27,0.0,,21.0,25.0,16.0,5.0,1955.0,19.2
147,2055-05-28,GR000016716,"HELLINIKON, GR",1955-05-28,0.0,,24.0,28.0,19.0,5.0,1955.0,19.5
148,2055-05-29,GR000016716,"HELLINIKON, GR",1955-05-29,0.0,,25.0,30.0,20.0,5.0,1955.0,19.8
149,2055-05-30,GR000016716,"HELLINIKON, GR",1955-05-30,0.0,,24.0,28.0,21.0,5.0,1955.0,20.066666666666666
150,2055-05-31,GR000016716,"HELLINIKON, GR",1955-05-31,0.0,,24.0,28.0,20.0,5.0,1955.0,20.333333333333332
151,2055-06-01,GR000016716,"HELLINIKON, GR",1955-06-01,0.0,,22.0,26.0,18.0,6.0,1955.0,20.5
152,2055-06-02,GR000016716,"HELLINIKON, GR",1955-06-02,0.0,,22.0,27.0,17.0,6.0,1955.0,20.633333333333333
153,2055-06-03,GR000016716,"HELLINIKON, GR",1955-06-03,0.0,,22.0,26.0,17.0,6.0,1955.0,20.766666666666666
154,2055-06-04,GR000016716,"HELLINIKON, GR",1955-06-04,0.0,,23.0,27.0,19.0,6.0,1955.0,20.933333333333334
155,2055-06-05,GR000016716,"HELLINIKON, GR",1955-06-05,0.0,,22.0,27.0,18.0,6.0,1955.0,21.066666666666666
156,2055-06-06,GR000016716,"HELLINIKON, GR",1955-06-06,0.0,,23.0,28.0,19.0,6.0,1955.0,21.233333333333334
157,2055-06-07,GR000016716,"HELLINIKON, GR",1955-06-07,0.0,,24.0,27.0,20.0,6.0,1955.0,21.433333333333334
158,2055-06-08,GR000016716,"HELLINIKON, GR",1955-06-08,0.0,,22.0,26.0,19.0,6.0,1955.0,21.5
159,2055-06-09,GR000016716,"HELLINIKON, GR",1955-06-09,0.0,,25.0,30.0,19.0,6.0,1955.0,21.666666666666668
160,2055-06-10,GR000016716,"HELLINIKON, GR",1955-06-10,0.0,,27.0,33.0,20.0,6.0,1955.0,21.966666666666665
161,2055-06-11,GR000016716,"HELLINIKON, GR",1955-06-11,0.0,,26.0,31.0,22.0,6.0,1955.0,22.2
162,2055-06-12,GR000016716,"HELLINIKON, GR",1955-06-12,0.0,,27.0,31.0,22.0,6.0,1955.0,22.4
163,2055-06-13,GR000016716,"HELLINIKON, GR",1955-06-13,0.0,,24.0,27.0,20.0,6.0,1955.0,22.5
164,2055-06-14,GR000016716,"HELLINIKON, GR",1955-06-14,0.0,,22.0,27.0,18.0,6.0,1955.0,22.6
165,2055-06-15,GR000016716,"HELLINIKON, GR",1955-06-15,0.0,,24.0,28.0,20.0,6.0,1955.0,22.766666666666666
166,2055-06-16,GR000016716,"HELLINIKON, GR",1955-06-16,0.0,,23.0,26.0,19.0,6.0,1955.0,22.833333333333332
167,2055-06-17,GR000016716,"HELLINIKON, GR",1955-06-17,0.0,,22.0,27.0,17.0,6.0,1955.0,22.866666666666667
168,2055-06-18,GR000016716,"HELLINIKON, GR",1955-06-18,0.0,,23.0,28.0,18.0,6.0,1955.0,22.9
169,2055-06-19,GR000016716,"HELLINIKON, GR",1955-06-19,0.0,,26.0,34.0,18.0,6.0,1955.0,23.0
170,2055-06-20,GR000016716,"HELLINIKON, GR",1955-06-20,0.0,,29.0,33.0,24.0,6.0,1955.0,23.233333333333334
171,2055-06-21,GR000016716,"HELLINIKON, GR",1955-06-21,0.0,,28.0,34.0,22.0,6.0,1955.0,23.4
172,2055-06-22,GR000016716,"HELLINIKON, GR",1955-06-22,0.0,,28.0,35.0,21.0,6.0,1955.0,23.566666666666666
173,2055-06-23,GR000016716,"HELLINIKON, GR",1955-06-23,0.0,,27.0,32.0,22.0,6.0,1955.0,23.833333333333332
174,2055-06-24,GR000016716,"HELLINIKON, GR",1955-06-24,0.0,,27.0,31.0,23.0,6.0,1955.0,24.133333333333333
175,2055-06-25,GR000016716,"HELLINIKON, GR",1955-06-25,0.0,,26.0,30.0,21.0,6.0,1955.0,24.4
176,2055-06-26,GR000016716,"HELLINIKON, GR",1955-06-26,0.0,,23.0,28.0,18.0,6.0,1955.0,24.466666666666665
177,2055-06-27,GR000016716,"HELLINIKON, GR",1955-06-27,0.0,,24.0,29.0,19.0,6.0,1955.0,24.466666666666665
178,2055-06-28,GR000016716,"HELLINIKON, GR",1955-06-28,0.0,,26.0,31.0,21.0,6.0,1955.0,24.5
179,2055-06-29,GR000016716,"HELLINIKON, GR",1955-06-29,0.0,,26.0,31.0,22.0,6.0,1955.0,24.566666666666666
180,2055-06-30,GR000016716,"HELLINIKON, GR",1955-06-30,0.0,,27.0,31.0,23.0,6.0,1955.0,24.666666666666668
181,2055-07-01,GR000016716,"HELLINIKON, GR",1955-07-01,0.0,,26.0,31.0,21.0,7.0,1955.0,24.8
182,2055-07-02,GR000016716,"HELLINIKON, GR",1955-07-02,0.0,,28.0,33.0,22.0,7.0,1955.0,25.0
183,2055-07-03,GR000016716,"HELLINIKON, GR",1955-07-03,0.0,,27.0,33.0,22.0,7.0,1955.0,25.166666666666668
184,2055-07-04,GR000016716,"HELLINIKON, GR",1955-07-04,0.0,,26.0,31.0,22.0,7.0,1955.0,25.266666666666666
185,2055-07-05,GR000016716,"HELLINIKON, GR",1955-07-05,0.0,,26.0,30.0,22.0,7.0,1955.0,25.4
186,2055-07-06,GR000016716,"HELLINIKON, GR",1955-07-06,0.0,,26.0,31.0,22.0,7.0,1955.0,25.5
187,2055-07-07,GR000016716,"HELLINIKON, GR",1955-07-07,0.0,,27.0,31.0,23.0,7.0,1955.0,25.6
188,2055-07-08,GR000016716,"HELLINIKON, GR",1955-07-08,0.0,,25.0,30.0,21.0,7.0,1955.0,25.7
189,2055-07-09,GR000016716,"HELLINIKON, GR",1955-07-09,0.0,,25.0,29.0,20.0,7.0,1955.0,25.7
190,2055-07-10,GR000016716,"HELLINIKON, GR",1955-07-10,0.0,,26.0,30.0,22.0,7.0,1955.0,25.666666666666668
191,2055-07-11,GR000016716,"HELLINIKON, GR",1955-07-11,0.0,,26.0,31.0,21.0,7.0,1955.0,25.666666666666668
192,2055-07-12,GR000016716,"HELLINIKON, GR",1955-07-12,0.0,,26.0,32.0,21.0,7.0,1955.0,25.633333333333333
193,2055-07-13,GR000016716,"HELLINIKON, GR",1955-07-13,0.0,,29.0,33.0,24.0,7.0,1955.0,25.8
194,2055-07-14,GR000016716,"HELLINIKON, GR",1955-07-14,0.0,,28.0,33.0,22.0,7.0,1955.0,26.0
195,2055-07-15,GR000016716,"HELLINIKON, GR",1955-07-15,0.0,,27.0,31.0,23.0,7.0,1955.0,26.1
196,2055-07-16,GR000016716,"HELLINIKON, GR",1955-07-16,0.0,,27.0,33.0,21.0,7.0,1955.0,26.233333333333334
197,2055-07-17,GR000016716,"HELLINIKON, GR",1955-07-17,0.0,,28.0,33.0,23.0,7.0,1955.0,26.433333333333334
198,2055-07-18,GR000016716,"HELLINIKON, GR",1955-07-18,0.0,,27.0,33.0,21.0,7.0,1955.0,26.566666666666666
199,2055-07-19,GR000016716,"HELLINIKON, GR",1955-07-19,0.0,,28.0,32.0,24.0,7.0,1955.0,26.633333333333333
200,2055-07-20,GR000016716,"HELLINIKON, GR",1955-07-20,0.0,,29.0,34.0,23.0,7.0,1955.0,26.633333333333333
201,2055-07-21,GR000016716,"HELLINIKON, GR",1955-07-21,0.0,,27.0,32.0,22.0,7.0,1955.0,26.6
202,2055-07-22,GR000016716,"HELLINIKON, GR",1955-07-22,0.0,,28.0,33.0,24.0,7.0,1955.0,26.6
203,2055-07-23,GR000016716,"HELLINIKON, GR",1955-07-23,0.0,,28.0,33.0,24.0,7.0,1955.0,26.633333333333333
204,2055-07-24,GR000016716,"HELLINIKON, GR",1955-07-24,0.0,,27.0,32.0,21.0,7.0,1955.0,26.633333333333333
205,2055-07-25,GR000016716,"HELLINIKON, GR",1955-07-25,2.0,,26.0,31.0,22.0,7.0,1955.0,26.633333333333333
206,2055-07-26,GR000016716,"HELLINIKON, GR",1955-07-26,0.0,,26.0,30.0,22.0,7.0,1955.0,26.733333333333334
207,2055-07-27,GR000016716,"HELLINIKON, GR",1955-07-27,0.0,,29.0,34.0,23.0,7.0,1955.0,26.9
208,2055-07-28,GR000016716,"HELLINIKON, GR",1955-07-28,0.0,,30.0,33.0,26.0,7.0,1955.0,27.033333333333335
