,DATE,STATION,NAME,NEWDATE,PRCP,SNWD,TAVG,TMAX,TMIN,MONTH,YEAR,30YAVG
53,1974-02-23,GR000016716,"HELLINIKON, GR",1974-02-23,2.0,,12.0,14.0,11.0,2.0,1974.0,11.366666666666667
54,1974-02-24,GR000016716,"HELLINIKON, GR",1974-02-24,48.0,,9.0,12.0,9.0,2.0,1974.0,11.366666666666667
55,1974-02-25,GR000016716,"HELLINIKON, GR",1974-02-25,0.0,,9.0,11.0,8.0,2.0,1974.0,11.333333333333334
56,1974-02-26,GR000016716,"HELLINIKON, GR",1974-02-26,0.0,,8.0,9.0,6.0,2.0,1974.0,11.266666666666667
57,1974-02-27,GR000016716,"HELLINIKON, GR",1974-02-27,0.0,,7.0,8.0,6.0,2.0,1974.0,11.2
58,1974-02-28,GR000016716,"HELLINIKON, GR",1974-02-28,0.0,,7.0,7.0,6.0,2.0,1974.0,11.133333333333333
59,1974-03-01,GR000016716,"HELLINIKON, GR",1974-03-01,0.0,,7.0,9.0,6.0,3.0,1974.0,11.1
60,1974-03-02,GR000016716,"HELLINIKON, GR",1974-03-02,0.0,,8.0,11.0,6.0,3.0,1974.0,11.1
61,1974-03-03,GR000016716,"HELLINIKON, GR",1974-03-03,0.0,,10.0,13.0,6.0,3.0,1974.0,11.2
62,1974-03-04,GR000016716,"HELLINIKON, GR",1974-03-04,4.0,,11.0,12.0,10.0,3.0,1974.0,11.266666666666667
63,1974-03-05,GR000016716,"HELLINIKON, GR",1974-03-05,1.0,,12.0,13.0,11.0,3.0,1974.0,11.3
64,1974-03-06,GR000016716,"HELLINIKON, GR",1974-03-06,3.0,,13.0,16.0,11.0,3.0,1974.0,11.3
65,1974-03-07,GR000016716,"HELLINIKON, GR",1974-03-07,0.0,,11.0,14.0,7.0,3.0,1974.0,11.233333333333333
66,1974-03-08,GR000016716,"HELLINIKON, GR",1974-03-08,0.0,,11.0,14.0,6.0,3.0,1974.0,11.166666666666666
67,1974-03-09,GR000016716,"HELLINIKON, GR",1974-03-09,0.0,,12.0,15.0,8.0,3.0,1974.0,11.1
68,1974-03-10,GR000016716,"HELLINIKON, GR",1974-03-10,9.0,,10.0,12.0,8.0,3.0,1974.0,11.066666666666666
69,1974-03-11,GR000016716,"HELLINIKON, GR",1974-03-11,0.0,,10.0,12.0,8.0,3.0,1974.0,11.133333333333333
70,1974-03-12,GR000016716,"HELLINIKON, GR",1974-03-12,0.0,,10.0,12.0,9.0,3.0,1974.0,11.166666666666666
71,1974-03-13,GR000016716,"HELLINIKON, GR",1974-03-13,0.0,,9.0,12.0,8.0,3.0,1974.0,11.1
72,1974-03-14,GR000016716,"HELLINIKON, GR",1974-03-14,35.0,,8.0,9.0,7.0,3.0,1974.0,11.0
73,1974-03-15,GR000016716,"HELLINIKON, GR",1974-03-15,7.0,,11.0,16.0,6.0,3.0,1974.0,10.966666666666667
74,1974-03-16,GR000016716,"HELLINIKON, GR",1974-03-16,0.0,,11.0,15.0,8.0,3.0,1974.0,10.8
75,1974-03-17,GR000016716,"HELLINIKON, GR",1974-03-17,0.0,,12.0,16.0,10.0,3.0,1974.0,10.666666666666666
76,1974-03-18,GR000016716,"HELLINIKON, GR",1974-03-18,0.0,,12.0,18.0,7.0,3.0,1974.0,10.633333333333333
77,1974-03-19,GR000016716,"HELLINIKON, GR",1974-03-19,0.0,,13.0,18.0,8.0,3.0,1974.0,10.633333333333333
78,1974-03-20,GR000016716,"HELLINIKON, GR",1974-03-20,0.0,,15.0,19.0,9.0,3.0,1974.0,10.7
79,1974-03-21,GR000016716,"HELLINIKON, GR",1974-03-21,0.0,,17.0,24.0,9.0,3.0,1974.0,10.8
80,1974-03-22,GR000016716,"HELLINIKON, GR",1974-03-22,0.0,,18.0,23.0,12.0,3.0,1974.0,10.933333333333334
81,1974-03-23,GR000016716,"HELLINIKON, GR",1974-03-23,0.0,,15.0,20.0,12.0,3.0,1974.0,11.0
82,1974-03-24,GR000016716,"HELLINIKON, GR",1974-03-24,0.0,,18.0,22.0,12.0,3.0,1974.0,11.2
83,1974-03-25,GR000016716,"HELLINIKON, GR",1974-03-25,0.0,,16.0,19.0,12.0,3.0,1974.0,11.333333333333334
84,1974-03-26,GR000016716,"HELLINIKON, GR",1974-03-26,0.0,,13.0,17.0,9.0,3.0,1974.0,11.466666666666667
85,1974-03-27,GR000016716,"HELLINIKON, GR",1974-03-27,0.0,,13.0,16.0,8.0,3.0,1974.0,11.6
86,1974-03-28,GR000016716,"HELLINIKON, GR",1974-03-28,0.0,,14.0,18.0,11.0,3.0,1974.0,11.8
87,1974-03-29,GR000016716,"HELLINIKON, GR",1974-03-29,0.0,,14.0,18.0,12.0,3.0,1974.0,12.033333333333333
88,1974-03-30,GR000016716,"HELLINIKON, GR",1974-03-30,0.0,,11.0,13.0,9.0,3.0,1974.0,12.166666666666666
89,1974-03-31,GR000016716,"HELLINIKON, GR",1974-03-31,0.0,,12.0,16.0,7.0,3.0,1974.0,12.333333333333334
90,1974-04-01,GR000016716,"HELLINIKON, GR",1974-04-01,1.0,,12.0,16.0,11.0,4.0,1974.0,12.466666666666667
91,1974-04-02,GR000016716,"HELLINIKON, GR",1974-04-02,0.0,,11.0,14.0,9.0,4.0,1974.0,12.5
92,1974-04-03,GR000016716,"HELLINIKON, GR",1974-04-03,0.0,,11.0,14.0,8.0,4.0,1974.0,12.5
93,1974-04-04,GR000016716,"HELLINIKON, GR",1974-04-04,0.0,,11.0,15.0,6.0,4.0,1974.0,12.466666666666667
94,1974-04-05,GR000016716,"HELLINIKON, GR",1974-04-05,0.0,,12.0,16.0,9.0,4.0,1974.0,12.433333333333334
95,1974-04-06,GR000016716,"HELLINIKON, GR",1974-04-06,0.0,,12.0,14.0,11.0,4.0,1974.0,12.466666666666667
96,1974-04-07,GR000016716,"HELLINIKON, GR",1974-04-07,1.0,,11.0,14.0,9.0,4.0,1974.0,12.466666666666667
97,1974-04-08,GR000016716,"HELLINIKON, GR",1974-04-08,0.0,,13.0,17.0,8.0,4.0,1974.0,12.5
98,1974-04-09,GR000016716,"HELLINIKON, GR",1974-04-09,0.0,,13.0,17.0,10.0,4.0,1974.0,12.6
99,1974-04-10,GR000016716,"HELLINIKON, GR",1974-04-10,0.0,,13.0,16.0,8.0,4.0,1974.0,12.7
100,1974-04-11,GR000016716,"HELLINIKON, GR",1974-04-11,1.0,,14.0,15.0,11.0,4.0,1974.0,12.833333333333334
101,1974-04-12,GR000016716,"HELLINIKON, GR",1974-04-12,3.0,,15.0,18.0,12.0,4.0,1974.0,13.033333333333333
102,1974-04-13,GR000016716,"HELLINIKON, GR",1974-04-13,0.0,,16.0,18.0,12.0,4.0,1974.0,13.3
103,1974-04-14,GR000016716,"HELLINIKON, GR",1974-04-14,0.0,,16.0,19.0,12.0,4.0,1974.0,13.466666666666667
104,1974-04-15,GR000016716,"HELLINIKON, GR",1974-04-15,0.0,,16.0,19.0,14.0,4.0,1974.0,13.633333333333333
105,1974-04-16,GR000016716,"HELLINIKON, GR",1974-04-16,0.0,,16.0,20.0,12.0,4.0,1974.0,13.766666666666667
106,1974-04-17,GR000016716,"HELLINIKON, GR",1974-04-17,0.0,,16.0,20.0,14.0,4.0,1974.0,13.9
107,1974-04-18,GR000016716,"HELLINIKON, GR",1974-04-18,0.0,,14.0,19.0,11.0,4.0,1974.0,13.933333333333334
108,1974-04-19,GR000016716,"HELLINIKON, GR",1974-04-19,0.0,,15.0,19.0,11.0,4.0,1974.0,13.933333333333334
109,1974-04-20,GR000016716,"HELLINIKON, GR",1974-04-20,0.0,,14.0,18.0,9.0,4.0,1974.0,13.833333333333334
110,1974-04-21,GR000016716,"HELLINIKON, GR",1974-04-21,0.0,,14.0,18.0,9.0,4.0,1974.0,13.7
111,1974-04-22,GR000016716,"HELLINIKON, GR",1974-04-22,0.0,,14.0,18.0,12.0,4.0,1974.0,13.666666666666666
112,1974-04-23,GR000016716,"HELLINIKON, GR",1974-04-23,0.0,,15.0,19.0,10.0,4.0,1974.0,13.566666666666666
113,1974-04-24,GR000016716,"HELLINIKON, GR",1974-04-24,0.0,,14.0,18.0,11.0,4.0,1974.0,13.5
114,1974-04-25,GR000016716,"HELLINIKON, GR",1974-04-25,0.0,,16.0,18.0,12.0,4.0,1974.0,13.6
115,1974-04-26,GR000016716,"HELLINIKON, GR",1974-04-26,0.0,,17.0,21.0,13.0,4.0,1974.0,13.733333333333333
116,1974-04-27,GR000016716,"HELLINIKON, GR",1974-04-27,0.0,,17.0,22.0,12.0,4.0,1974.0,13.833333333333334
117,1974-04-28,GR000016716,"HELLINIKON, GR",1974-04-28,1.0,,16.0,19.0,12.0,4.0,1974.0,13.9
118,1974-04-29,GR000016716,"HELLINIKON, GR",1974-04-29,0.0,,17.0,22.0,12.0,4.0,1974.0,14.1
119,1974-04-30,GR000016716,"HELLINIKON, GR",1974-04-30,0.0,,18.0,23.0,13.0,4.0,1974.0,14.3
120,1974-05-01,GR000016716,"HELLINIKON, GR",1974-05-01,0.0,,18.0,22.0,16.0,5.0,1974.0,14.5
121,1974-05-02,GR000016716,"HELLINIKON, GR",1974-05-02,0.0,,18.0,21.0,16.0,5.0,1974.0,14.733333333333333
122,1974-05-03,GR000016716,"HELLINIKON, GR",1974-05-03,0.0,,18.0,22.0,15.0,5.0,1974.0,14.966666666666667
123,1974-05-04,GR000016716,"HELLINIKON, GR",1974-05-04,0.0,,17.0,19.0,14.0,5.0,1974.0,15.166666666666666
124,1974-05-05,GR000016716,"HELLINIKON, GR",1974-05-05,0.0,,19.0,23.0,14.0,5.0,1974.0,15.4
125,1974-05-06,GR000016716,"HELLINIKON, GR",1974-05-06,0.0,,18.0,22.0,15.0,5.0,1974.0,15.6
126,1974-05-07,GR000016716,"HELLINIKON, GR",1974-05-07,0.0,,18.0,22.0,16.0,5.0,1974.0,15.833333333333334
127,1974-05-08,GR000016716,"HELLINIKON, GR",1974-05-08,0.0,,17.0,21.0,13.0,5.0,1974.0,15.966666666666667
128,1974-05-09,GR000016716,"HELLINIKON, GR",1974-05-09,0.0,,18.0,23.0,13.0,5.0,1974.0,16.133333333333333
129,1974-05-10,GR000016716,"HELLINIKON, GR",1974-05-10,0.0,,17.0,21.0,15.0,5.0,1974.0,16.266666666666666
130,1974-05-11,GR000016716,"HELLINIKON, GR",1974-05-11,0.0,,18.0,23.0,13.0,5.0,1974.0,16.4
131,1974-05-12,GR000016716,"HELLINIKON, GR",1974-05-12,0.0,,18.0,22.0,13.0,5.0,1974.0,16.5
132,1974-05-13,GR000016716,"HELLINIKON, GR",1974-05-13,0.0,,18.0,22.0,13.0,5.0,1974.0,16.566666666666666
133,1974-05-14,GR000016716,"HELLINIKON, GR",1974-05-14,0.0,,19.0,25.0,16.0,5.0,1974.0,16.666666666666668
134,1974-05-15,GR000016716,"HELLINIKON, GR",1974-05-15,0.0,,18.0,22.0,14.0,5.0,1974.0,16.733333333333334
135,1974-05-16,GR000016716,"HELLINIKON, GR",1974-05-16,0.0,,19.0,22.0,16.0,5.0,1974.0,16.833333333333332
136,1974-05-17,GR000016716,"HELLINIKON, GR",1974-05-17,0.0,,19.0,22.0,17.0,5.0,1974.0,16.933333333333334
137,1974-05-18,GR000016716,"HELLINIKON, GR",1974-05-18,4.0,,18.0,20.0,16.0,5.0,1974.0,17.066666666666666
138,1974-05-19,GR000016716,"HELLINIKON, GR",1974-05-19,0.0,,17.0,22.0,16.0,5.0,1974.0,17.133333333333333
139,1974-05-20,GR000016716,"HELLINIKON, GR",1974-05-20,11.0,,16.0,19.0,14.0,5.0,1974.0,17.2
140,1974-05-21,GR000016716,"HELLINIKON, GR",1974-05-21,0.0,,21.0,26.0,14.0,5.0,1974.0,17.433333333333334
141,1974-05-22,GR000016716,"HELLINIKON, GR",1974-05-22,0.0,,19.0,23.0,14.0,5.0,1974.0,17.6
142,1974-05-23,GR000016716,"HELLINIKON, GR",1974-05-23,0.0,,21.0,24.0,16.0,5.0,1974.0,17.8
143,1974-05-24,GR000016716,"HELLINIKON, GR",1974-05-24,0.0,,21.0,23.0,17.0,5.0,1974.0,18.033333333333335
144,1974-05-25,GR000016716,"HELLINIKON, GR",1974-05-25,0.0,,21.0,24.0,17.0,5.0,1974.0,18.2
145,1974-05-26,GR000016716,"HELLINIKON, GR",1974-05-26,0.0,,22.0,28.0,17.0,5.0,1974.0,18.366666666666667
146,1974-05-27,GR000016716,"HELLINIKON, GR",1974-05-27,0.0,,22.0,26.0,19.0,5.0,1974.0,18.533333333333335
147,1974-05-28,GR000016716,"HELLINIKON, GR",1974-05-28,0.0,,21.0,24.0,17.0,5.0,1974.0,18.7
148,1974-05-29,GR000016716,"HELLINIKON, GR",1974-05-29,0.0,,21.0,25.0,17.0,5.0,1974.0,18.833333333333332
149,1974-05-30,GR000016716,"HELLINIKON, GR",1974-05-30,2.0,,21.0,24.0,17.0,5.0,1974.0,18.933333333333334
150,1974-05-31,GR000016716,"HELLINIKON, GR",1974-05-31,0.0,,24.0,29.0,19.0,5.0,1974.0,19.133333333333333
151,1974-06-01,GR000016716,"HELLINIKON, GR",1974-06-01,0.0,,23.0,27.0,17.0,6.0,1974.0,19.3
152,1974-06-02,GR000016716,"HELLINIKON, GR",1974-06-02,0.0,,23.0,28.0,20.0,6.0,1974.0,19.466666666666665
153,1974-06-03,GR000016716,"HELLINIKON, GR",1974-06-03,0.0,,22.0,27.0,20.0,6.0,1974.0,19.633333333333333
154,1974-06-04,GR000016716,"HELLINIKON, GR",1974-06-04,2.0,,21.0,24.0,18.0,6.0,1974.0,19.7
155,1974-06-05,GR000016716,"HELLINIKON, GR",1974-06-05,0.0,,24.0,32.0,18.0,6.0,1974.0,19.9
156,1974-06-06,GR000016716,"HELLINIKON, GR",1974-06-06,0.0,,24.0,28.0,18.0,6.0,1974.0,20.1
157,1974-06-07,GR000016716,"HELLINIKON, GR",1974-06-07,0.0,,23.0,27.0,19.0,6.0,1974.0,20.3
158,1974-06-08,GR000016716,"HELLINIKON, GR",1974-06-08,0.0,,25.0,30.0,20.0,6.0,1974.0,20.533333333333335
159,1974-06-09,GR000016716,"HELLINIKON, GR",1974-06-09,0.0,,25.0,29.0,21.0,6.0,1974.0,20.8
160,1974-06-10,GR000016716,"HELLINIKON, GR",1974-06-10,0.0,,23.0,27.0,18.0,6.0,1974.0,20.966666666666665
161,1974-06-11,GR000016716,"HELLINIKON, GR",1974-06-11,0.0,,24.0,28.0,19.0,6.0,1974.0,21.166666666666668
162,1974-06-12,GR000016716,"HELLINIKON, GR",1974-06-12,0.0,,22.0,26.0,19.0,6.0,1974.0,21.3
163,1974-06-13,GR000016716,"HELLINIKON, GR",1974-06-13,0.0,,21.0,24.0,18.0,6.0,1974.0,21.366666666666667
164,1974-06-14,GR000016716,"HELLINIKON, GR",1974-06-14,0.0,,23.0,26.0,18.0,6.0,1974.0,21.533333333333335
165,1974-06-15,GR000016716,"HELLINIKON, GR",1974-06-15,0.0,,23.0,27.0,19.0,6.0,1974.0,21.666666666666668
166,1974-06-16,GR000016716,"HELLINIKON, GR",1974-06-16,0.0,,23.0,27.0,20.0,6.0,1974.0,21.8
167,1974-06-17,GR000016716,"HELLINIKON, GR",1974-06-17,0.0,,24.0,29.0,20.0,6.0,1974.0,22.0
168,1974-06-18,GR000016716,"HELLINIKON, GR",1974-06-18,0.0,,24.0,28.0,21.0,6.0,1974.0,22.233333333333334
169,1974-06-19,GR000016716,"HELLINIKON, GR",1974-06-19,9.0,,23.0,29.0,19.0,6.0,1974.0,22.466666666666665
170,1974-06-20,GR000016716,"HELLINIKON, GR",1974-06-20,0.0,,23.0,28.0,18.0,6.0,1974.0,22.533333333333335
171,1974-06-21,GR000016716,"HELLINIKON, GR",1974-06-21,0.0,,24.0,28.0,18.0,6.0,1974.0,22.7
172,1974-06-22,GR000016716,"HELLINIKON, GR",1974-06-22,0.0,,24.0,28.0,19.0,6.0,1974.0,22.8
173,1974-06-23,GR000016716,"HELLINIKON, GR",1974-06-23,0.0,,24.0,29.0,20.0,6.0,1974.0,22.9
174,1974-06-24,GR000016716,"HELLINIKON, GR",1974-06-24,0.0,,26.0,31.0,21.0,6.0,1974.0,23.066666666666666
175,1974-06-25,GR000016716,"HELLINIKON, GR",1974-06-25,0.0,,27.0,33.0,23.0,6.0,1974.0,23.233333333333334
176,1974-06-26,GR000016716,"HELLINIKON, GR",1974-06-26,0.0,,26.0,31.0,22.0,6.0,1974.0,23.366666666666667
177,1974-06-27,GR000016716,"HELLINIKON, GR",1974-06-27,0.0,,26.0,29.0,21.0,6.0,1974.0,23.533333333333335
178,1974-06-28,GR000016716,"HELLINIKON, GR",1974-06-28,0.0,,27.0,32.0,24.0,6.0,1974.0,23.733333333333334
179,1974-06-29,GR000016716,"HELLINIKON, GR",1974-06-29,0.0,,28.0,32.0,24.0,6.0,1974.0,23.966666666666665
180,1974-06-30,GR000016716,"HELLINIKON, GR",1974-06-30,0.0,,27.0,32.0,24.0,6.0,1974.0,24.066666666666666
181,1974-07-01,GR000016716,"HELLINIKON, GR",1974-07-01,0.0,,26.0,31.0,23.0,7.0,1974.0,24.166666666666668
182,1974-07-02,GR000016716,"HELLINIKON, GR",1974-07-02,0.0,,26.0,29.0,22.0,7.0,1974.0,24.266666666666666
183,1974-07-03,GR000016716,"HELLINIKON, GR",1974-07-03,0.0,,27.0,33.0,22.0,7.0,1974.0,24.433333333333334
184,1974-07-04,GR000016716,"HELLINIKON, GR",1974-07-04,0.0,,25.0,28.0,22.0,7.0,1974.0,24.566666666666666
185,1974-07-05,GR000016716,"HELLINIKON, GR",1974-07-05,0.0,,28.0,33.0,21.0,7.0,1974.0,24.7
186,1974-07-06,GR000016716,"HELLINIKON, GR",1974-07-06,0.0,,29.0,33.0,25.0,7.0,1974.0,24.866666666666667
187,1974-07-07,GR000016716,"HELLINIKON, GR",1974-07-07,0.0,,27.0,31.0,24.0,7.0,1974.0,25.0
188,1974-07-08,GR000016716,"HELLINIKON, GR",1974-07-08,0.0,,26.0,31.0,23.0,7.0,1974.0,25.033333333333335
189,1974-07-09,GR000016716,"HELLINIKON, GR",1974-07-09,0.0,,23.0,27.0,21.0,7.0,1974.0,24.966666666666665
190,1974-07-10,GR000016716,"HELLINIKON, GR",1974-07-10,0.0,,23.0,28.0,19.0,7.0,1974.0,24.966666666666665
191,1974-07-11,GR000016716,"HELLINIKON, GR",1974-07-11,0.0,,26.0,31.0,20.0,7.0,1974.0,25.033333333333335
192,1974-07-12,GR000016716,"HELLINIKON, GR",1974-07-12,0.0,,25.0,29.0,21.0,7.0,1974.0,25.133333333333333
193,1974-07-13,GR000016716,"HELLINIKON, GR",1974-07-13,0.0,,30.0,36.0,22.0,7.0,1974.0,25.433333333333334
194,1974-07-14,GR000016716,"HELLINIKON, GR",1974-07-14,0.0,,32.0,37.0,28.0,7.0,1974.0,25.733333333333334
195,1974-07-15,GR000016716,"HELLINIKON, GR",1974-07-15,0.0,,32.0,38.0,26.0,7.0,1974.0,26.033333333333335
196,1974-07-16,GR000016716,"HELLINIKON, GR",1974-07-16,0.0,,33.0,37.0,28.0,7.0,1974.0,26.366666666666667
197,1974-07-17,GR000016716,"HELLINIKON, GR",1974-07-17,0.0,,33.0,38.0,27.0,7.0,1974.0,26.666666666666668
198,1974-07-18,GR000016716,"HELLINIKON, GR",1974-07-18,0.0,,30.0,34.0,27.0,7.0,1974.0,26.866666666666667
199,1974-07-19,GR000016716,"HELLINIKON, GR",1974-07-19,0.0,,30.0,35.0,24.0,7.0,1974.0,27.1
200,1974-07-20,GR000016716,"HELLINIKON, GR",1974-07-20,0.0,,28.0,32.0,26.0,7.0,1974.0,27.266666666666666
201,1974-07-21,GR000016716,"HELLINIKON, GR",1974-07-21,0.0,,26.0,28.0,23.0,7.0,1974.0,27.333333333333332
202,1974-07-22,GR000016716,"HELLINIKON, GR",1974-07-22,0.0,,24.0,28.0,21.0,7.0,1974.0,27.333333333333332
203,1974-07-23,GR000016716,"HELLINIKON, GR",1974-07-23,0.0,,25.0,29.0,21.0,7.0,1974.0,27.366666666666667
204,1974-07-24,GR000016716,"HELLINIKON, GR",1974-07-24,0.0,,26.0,29.0,22.0,7.0,1974.0,27.366666666666667
205,1974-07-25,GR000016716,"HELLINIKON, GR",1974-07-25,0.0,,27.0,29.0,21.0,7.0,1974.0,27.366666666666667
206,1974-07-26,GR000016716,"HELLINIKON, GR",1974-07-26,0.0,,29.0,33.0,20.0,7.0,1974.0,27.466666666666665
207,1974-07-27,GR000016716,"HELLINIKON, GR",1974-07-27,0.0,,28.0,32.0,26.0,7.0,1974.0,27.533333333333335
